Date,Stars,Sentiment_rating,Details,Text,Remark
11-15W,3-stars or below,Numerical,賠率差,Under maintenance?,
11-15W,3-stars or below,Technician Issues,加載問題,"Taii can't enter, it's just a waste of quota","Nov 17, 2021"
11-15W,3-stars or below,Numerical,賠率差,Terrible payouts. Can't play longer than a few minutes without spending money,
11-15W,3-stars or below,Numerical,赔率前后落差大，抱怨赔率,Good start but like the other games nothing sad,
11-15W,3-stars or below,Numerical,赔率前后落差大，抱怨赔率,"Really good at first,but...one 2 occasions i did not win anything on 2 bonuses,done pretty good at first when buying but soon that didnt even work,they do not play fair,so if you want to waste money on a ""game"" they will be more than glad to keep on taking it...",
11-15W,4-stars or above,Positive,Positive,"You win and you loose. Pretty good for a free slot game.
",
11-15W,4-stars or above,Positive,Positive,good,
11-15W,4-stars or above,Positive,Positive,Awesom,
11-15W,4-stars or above,Graphic,美術好評,"The games are enjoyable and the graphics are great! So far the winnings are pretty frequent which makes it even more fun! Yes the ads can get annoying, but all games have stupid ads now, so it's normal. Love this game!",
11-15W,4-stars or above,Positive,Positive,I like it,
11-15W,4-stars or above,Technician Issues,加載問題,Download toooo SLOW,"Nov 16, 2021"
11-15W,4-stars or above,Positive,Positive,Very good game. It's okay not to give anything. It looks nice..hd: d..I recommend 100%,
11-15W,4-stars or above,Positive,Positive,Great ,
11-15W,4-stars or above,Positive,Positive,Great gaming. More fun than a barrel of monkeys,
11-15W,4-stars or above,Positive,Positive,Good,
11-15W,4-stars or above,Positive,Positive,Nice,
11-15W,4-stars or above,Positive,Positive,Mmm ... beautiful yummy .. already remembered.k.v.s.t. norm..g.r.f.k. the same weight is ... with the standards of apar ... it is rolling.,
11-15W,4-stars or above,Positive,Positive,Whole lotta fun! Play Madusa to build your cash at first,
11-15W,4-stars or above,Positive,Positive,Love it,
11-15W,4-stars or above,Positive,Positive,Best one yet,
11-15W,4-stars or above,Positive,Positive,Great,
11-15W,4-stars or above,Graphic,美術好評,good graphic,
11-15W,4-stars or above,Numerical,賠率好,Fantastic with lots of winnings. Love it,
11-15W,4-stars or above,Positive,Positive,Great.,
11-15W,4-stars or above,Positive,Positive,Good games and big wins,
11-15W,4-stars or above,Positive,Positive,It's a great game,
11-15W,4-stars or above,Positive,Positive,Love the games,
11-15W,4-stars or above,Positive,Positive,Love the games,
11-15W,4-stars or above,Positive,Positive,"Games easy to play , some glitches but otherwise enjoy playing",
11-15W,4-stars or above,Positive,Positive,thumb up,
11-15W,4-stars or above,Positive,Positive,"Don't be stingy EA, it's a good game",
11-15W,4-stars or above,Positive,Positive,Good,
11-15W,4-stars or above,Positive,Positive,4great game,
11-15W,4-stars or above,Positive,Positive,Good,
11-15W,4-stars or above,Positive,Positive,Fun,
11-15W,4-stars or above,Positive,Positive,good,
11-15W,4-stars or above,Graphic,美術好評,"I love his little games, the pictures are perfect.",
11-15W,4-stars or above,Positive,Positive,It's okay too,
11-15W,4-stars or above,Positive,Positive,Very well,
11-15W,4-stars or above,Positive,Positive,"I'm okay, then I'll see what's next. so far 4 iko",
11-15W,4-stars or above,Positive,Positive,All smooth,
11-15W,4-stars or above,Positive,Positive,NS,
11-15W,4-stars or above,Positive,Positive,The best slots game I've ever played.,
11-15W,4-stars or above,Positive,Positive,I love it,
11-15W,,Advertising,,"If you still give us a lot of ads, let them be extended, that is, let's look at the Green Horses on the walls",
11-15W,,Advertising,,"They are advertisements with 10% of slots, a vomit to reason and to the nation alive Peron.",
11-15W,,General Questions,,Won't let me collect my free bonus coins or free spins,
11-15W,,Positive,,I love this game,
11-15W,,Technician Issues,,Takes friggen 5 min to get to game with all the ads...I'm done,
11-08W,,Technician Issues,,"Too long to download, not enough coins to play. SUCKS! 00000 STARS!!!!",
11-08W,,Advertising,,To many ads,
11-08W,,Numerical,,"Dumb game, have to pay, even then you can't pass level, don't bother",
11-03W,,Positive,,Fine.,
11-03W,,Positive,,enough fun,
10-25W,,Technician Issues,,Trying to sign into this game and it keeps telling me there's something wrong with my Internet absolutely not cause I could get on every other game.,
10-25W,,Technician Issues,,"WTH is wrong with this app?! It keeps telling me (and apparently MANY other players) that my connection has been lost, and I need to make sure my wifi is on!!!!",
10-25W,,Advertising,,too much adds,
10-25W,,Numerical,,"Terrible waste of a download. No wins at all. Do not give them your money! Every... single....spin will be dead until your coins are gone then they'll shove their greedy hand back in your face demanding more and more money. Avoid this one, it's worse than Gambino, and that's pretty bad.",
10-25W,,General Questions,,I get my points for the game they didn't give them to me Thank you,
10-25W,,Positive,,"I was a bit close to ""paying"" for coins!",
10-18W,,Numerical,,Worst slots game ever you start out when you're first playing you get a bunch of coins after that in order to really gain coins you have to purchase them and I guess it's really not the worst ever because to be honest with you everyone doesn't it greed at its finest I'm deleting the app I'm going to play something that's less stressful less annoying more fun and yep I'm done,
10-11W,,Numerical,,Cheating!!,
10-11W,,Advertising,,To much advertising,
10-04W,,Numerical,,"JUST AS IT IS ALWAYS LAZY TO PLAY IN A GAME THAT THE MACHINES DO NOT GIVE ANY PRIZES, THIS GAME IS JUST LOOKING FOR HOW TO GET MONEY FROM PEOPLE BY BUYING COINS AND THEN LOSE THEM ALL IN THE GAME.",
,,Advertising,,Awesome pop ups.,
,,Numerical,,If you bet big you lose big and when your almost out of money they dill give you a bonus to keep playing don't plan on hitting the big bonus,
,,Numerical,,"Well my friend and I thought we had found the perfect slot game until we both hit 35. Same thing happened on both accounts. You go broke after 35. No wins at all, not even small ones. We're both deleting and the search continues",
,,General Questions,,False advertising. You will not simply real money,
,,Numerical,,"Disgusting game, impossible to have fun for a while, do not install it",
,,General Questions,,games are level locked and max bet too no fun here,
,,Numerical,,Game for lozers,
,,Numerical,,Takes a little longer ti get coins....and you dont get enough to keep you playing,
,,Technician Issues,,Yo where's my free coins... Eff this game.. why won't my phone go past 97% it won't let me download 100% . It freezes at 97% help please. I need my free coins that I earned the sad thing is that I've been playing this game for years..Now I tried again and now they have a black shield over my game! REALLY? ALL THE MONEY I PUT TOWARDS THIS GAME! REALLY?,
,,Numerical,,"WORST SLOTS EVER. You don't win if you just started the game, you don't win after you've collected all bonuses of the day, you don't win after collecting them for a week or a month, you don't win if you take a break. YOU NEVER WIN. PERIOD.",
,,Numerical,,"Just after 500,000 points and the minimum price of 25,000, all the small cards were bitten in a few minutes, and the installation was directly uninstalled, which was a waste of time.",
,,Advertising,,"There are really too many advertisements. If you want to make money, you also need to take care of your personality. Robbing a bank and cheating to make money is not faster.",
,,Positive,,good,
,,Advertising,,Too many ads. Not enough payouts and low payouts.,
,,Advertising,,"A video came up started playing wouldn't let me get back to the game I was playing kept going to play store trying to make me down load another app never could get back to the game.had to start the app again and started another video when I got back in.Ionly got to play the game I like for about five minutes so write this review for the next person who wants to download this app good luck trying to play the game you like I only had it installed for about 15 minutes
",
,,General Questions,,How do you withdraw money?,
,,Numerical,,I will Never play Vegas Again Yall took my Points I Payed For Thats not Rights Yall Don't Treat Players Right I Hope eNobody Else Gets Riped Off It was my Favorite,
,,Advertising,,Bruh do you guys bombard us with ads every time we open the app I mean I know yall tryna make them coints but sis that aint it 6 back 2 back ads and then ad after big wins and joining new machines and i get the ads to a minimum do you h Guys even ads bruh... I can play a few others which my fav pop slots! Doesnt even ads yo comeon with the excessive ads !,
,,Numerical,, Run out of coins to quickly,
,,Numerical,,Annoying. And you Don't win.,
,,Technician Issues,,"The reply of the game that you are playing takes too long to reload, once it gets started it is fun to play",
,,Advertising,,Too many ads too often,
,,Advertising,,Couldn't enjoy playing!!! ADS ARE RIDICULOUS,
,,General Questions,,"It took too long to get to the actual slots due to all of the pop ups to participate in all the side hustles.
",
,,Numerical,,"First time playing, it's good fun. After playing for a while, very cheating. Immediate cheating",
,,Technician Issues,,"Won,t load up",
,,Technician Issues,,"I can't download the app haven't been able for over a week
",
,,Positive,,Reasonable,
,,Advertising,,"Forced press, annoying popping ads.",
,,Positive,,It's ok,
,,Advertising,,Too many advertisments!,
,,Positive,,good,
,,Numerical,," Need more free coins....thus, free slots??",
,,Technician Issues,,Won't load so overall your company sucks... after repeated attempts. I will get something else.,
,,Technician Issues,,Game won't open anymore. Close to receiving level up reward for another game and (really coincidentally) the game won't load for the last 24 hours. Numerous attempts. Stay away.,
,,General Questions,,I thought I 2as getting a good app but no those dam extra games that get shoved in our face I want slot home not collection of card an other stupid stuff the ruin the game time to delete this game,
,,Numerical,,"Got cheated, 30 million chips, opened to play again, all chips are gone .. very bad",
,,Technician Issues,,Can't connect with Facebook?,
,,Technician Issues,,Game resets randomly back to level one. Every daily bonus is gone. Too many app cliches for me recently.,
,,Advertising,,"The game is good, but because of way too many adverts it really spoils the fun of playing. I must have watched 5 or more ads before even entering a game, 1st spin and yet another ad and when I left that game, yes yet another ad. In the end I quit altogether. No wonder I only play once awhile. I come away feeling more frustrated than relaxed!! And before you the developer says ads are needed so people can enjoy the game don't bother as people buy coins as well. A couple of ads are acceptable sure",
,,Advertising,,There are so many pop up ads it takes forever just to start playing and they don't stop once you finally get to a slot machine. The ads actually interrupt your spins. It's crazy ridiculous. I'm uninstalling.,
,,Positive,,Just started but fun,
,,Numerical,,POS MF GAME WIN BIG THEN IT TAKES ALL WITH NO WIN,
,,Technician Issues,,Can't stand the game that wants me to rate it before I even play it,
,,Technician Issues,,"After several weeks despite all the bonuses (fcbk and daily) in 10sec it's torched!! The reels are not fluid (acceleration or deceleration) so it's not a coincidence!! Mini-games and shop windows open unexpectedly during the short part.. The weeks follow one another and look alike.. no coincidence, everything is calculated!! Go your way.",
,,Advertising,,Too many forced ads.,
,,General Questions,,How does it withdraw money?,
,,Advertising,,To many ads,
,,General Questions,,Passes time but no money in it,
,,Positive,,good,
,,Technician Issues,,Keep kicking me off so delete it,
,,Numerical,,Another app from Hong Kong that only cares about selling chips! This particular app the graphics are very low quality and the winning stops the minute you stop buying! DO NOT DOWNLOAD THIS APP! RUN AS FAST AS YOU CAN!,
,,Positive,,Great game,
,,Numerical,,Rare game. There are almost no winning combinations. Aimed at donating and viewing ads. I do not advise. For removal,
,,Positive,,Fun,
,,Advertising,,Stop interfering with the game I'm playing after you breaking in constantly I would never download your app,
,,Technician Issues,,"What is going on with this game? It won't open. The name comes up, but it closes and goes back to the icon ...? I have have been playing for awhile with no issues. I rebooted my phone but it didn't help.",
,,Advertising,,"Ads are annoying. Contests are pointless. Some games are boring to play. I realize that it's luck to win, but then why have a choice of saving favorites? Otherwise it's just like any other slot app. Nothing special about it.",
,,Positive,,Some what fun,
,,Numerical,,DON'T waste your time or money purchasing coins for this game because they rarely let you hit the jackpot or bonus games you would think it's a game you play for fun but really it's about how much money they can make and get out of you They get you to spend real money and you lose all coins purchased within 2 minutes.... Impossible to level up.... This app is bulls**t,
,,Technician Issues,,I have been having the same problem for over a week now. I've tried signing out and back in but nothing is working. I used to really enjoying playing but right now I am getting totally frustrated.,
,,General Questions,,"How to withdraw money, tell me",
,,General Questions,,"The monkey plays and sees if it can be withdrawn, it will add to all the stars.",
,,General Questions,,I want in French Thank you,
,,Technician Issues,,Somehow my game wont play???' And its my fav I have reinstalled this game and I still cant get it to play.??????,
,,Advertising,,"Spin the reels, get an ad. Spin the reels, get an ad. Spin the reels, get an ad. Spin the reels, get an ad. Spin the reels, get an ad. This app is nothing but annoying ads nearly ever spin...open the app and your hit with 5 ads and they are relentless. They redirect you and take longer than 30 seconds...they get you for 5 more...truly a time waste",
,,Technician Issues,,Can't download anything so can't play other games. Uninstalling and reinstalling makes no sense. So still not working. Sending feedback is also not possible because the mail keeps coming back.,
,,Numerical,,"the bastard game, everything has been arranged, when we have the last coin we will definitely give BIG win, and when we have a lot of coins we don't give it until a little more",
,,Advertising,,"This has got to be one of the absolutely WORST ""Casinos"" online!! Nobody wants an add to interupt in the middle of a win while your ""win "" is calculating first of all, another is there is a ridiculous amount of ads I mean the most ads I have EVER encountered on ANY game. Next the win coin amount ratio is also incredibly ridiculous I am so glad I FINALLY got my 50 levels to get my creds I needed for another app so I can UNINSTALL this dumbass game app and NEVER use it again. Was a waste of time!",
,,Numerical,,"Ok, let's cook daily login, the biggest prize is only 315k chips, the free slot is also minimal... bad... try playing another slot game for the devs",
,,Advertising,,a lot of ads,
,,General Questions,,how to withdraw money,
,,Numerical,,Buying coins is a rippoff,
,,Technician Issues,,"The game is disabled, can't log in, it crashes... disabled, disabled, disabled, disabled, disabled, just uninstall it",
,,Positive,,I like it a lot ,
,,Technician Issues,,I wanted to know if they will no longer give the Facebook bonus they used to give every day,
,,Positive,,"Addictive, but good.",
,,General Questions,,Where to withdraw money?,
,,Technician Issues,,"They're messing around. I was at level 230, I had over 350 million in chips, I connected with Facebook, they took all my chips and I went to level 52. Seriously, bullshit.",
,,Advertising,,"Not worth downloading, evertime u want to do something on this app theres a popup, its very annoying and im deleting it. Dont waste your timr",
,,Numerical,,Waste of time. No fun. No big wins. Horrible payouts. Just another money grabbing app.,
,,General Questions,,I just made a purchase and I was charged twice and nothing was added to my coins,
,,General Questions,,Love the games but don't buy anything or extra coins from them because they slide in extra charges.,
,,Technician Issues,,No not for me to slow to win anything no real cash.,
,,Numerical,,"Super crazy bite, save 3000 bite 3000, no points back at all, super cheat money",
,,Positive,,It's okay ,
,,Advertising,,Every time I went to start the game tons of ads come up from nowhere preventing you from even playing and if that wasn't bad enough in the middle of the game it stopped and ads start popping up. Out of all the games I played I would have to say this is the worst,
,,Positive,,"Fairly new to me, but it's been fun.",
,,General Questions,,"Do not download any game from this company.I want to share my expierience i had 2 days ago.I was up to 130 billion coins,so i started betting 25 million at a time.ALl the sudden the three wheels hit on the whell of luck game.I noticed that my jackpot total stopped at 5 million.I assumed that i was gonna have a bonus round so i hit spin again , nothing happened it went back to normal.thats when i noticed that my bet was only on 5000.When i hit the jackpot they put my bet down to 5000 which is the",
,,Numerical,,Dont pay enough,
,,Technician Issues,,"Every time I've started playing a game today, the screen goes black and I have to shut it off and start again! Annoying to the point I want to uninstall the game!",
,,Positive,,Nice game,
,,Advertising,,"It's a fun game, and much better than most slots. However, I only give it 1 star because there is a Solitaire ad that causes a loop and never lets you exit. You have to go to Settings to Force Stop and then restart it. The problem is that this Solitaire ad keeps coming up. If the developer doesn't fix this and get us an update, I'll just Uninstaller and then come back here to give this game zero stars!",
,,General Questions,,Is the game good but it is not in Spanish? Not so understood.,
,,Advertising,,"When you can play it is enjoyable, however lots of interruptions, ads, ads, and more ads ,less ads please!!!",
,,General Questions,,I'm trying to uninstall the credit cards and I can't because my daughter plays and spends a lot I'm going to take the game out so I don't lose so much and you don't translate into Portuguese,
,,Numerical,,"AFTER LEARNING, THIS GAME IS ALREADY SETTING FOR THE PLAYER CAN'T WIN. GETTING THE COIN JACKPOT BONUS IS THE SAME AS A REGULAR ROUND, BUT GETTING THE JACKPOT BONUS IS DIFFICULT. TRY TO KEEP UP!!!",
,,Advertising,,Good game but too intrusive if you stop playing,
,,Positive,,"very good and comfortable to play
",
,,Numerical,,"Not to mention unlocking for other slots the chips are minimal. thin bonus sorry your game is not interesting bye
",
,,Advertising,,All I want to do is play but the popups are overbearing and too forceful. It forces you to click on whatever the popup is without given me the opportunity to X out of the popup. So I simply uninstalled this app.,
,,General Questions,,"I bought gold coins through Alipay, but nothing happened. The server was abnormal. I got angry. No reply. After two days, I removed it",
,,Numerical,, Cool game. Incredibly horrible payouts. Not worth it,
,,Numerical,,Horrible payouts,
,,General Questions,,How to exchange points,
,,General Questions,,"You changed your privacy policy, now letting third-party have access to our personal info and data. No thanks. Not this family. You will lose a lot of customers over this. You said, if we don't give you and them access, then, we don't play. Sorry, I'm not playing.",
,,Technician Issues,,"I'm still trying to get on to the game rebooted over 8 times in the last hour, I dont need to change my browser I have Microsoft 11 on my pc",
,,Numerical,,"YOU'RE JUST A LITTLE MANIPULATORS EVERYTHING IS AT ZERO FOR 2020 I wish you were less stupid WITH YOUR MANIPULATIONS A STAR IS NOT EVEN AT THE HEIGH
",
,,Numerical,,"Cool games, horrible payouts. Bought over a million credits, gone in no time even with varying bets. Was hoping to see improvement but aint happenin. Trying again....a little better! Yeah I am aware of the randomness of slots... But when you get such small amounts for seemingly big combinations , it's hard to get ahead sometimes.",
,,Numerical,,"Bad,really bad!Rate of control terrible!wait forever to open next slot!",
,,Technician Issues,,App crashes Everytime.,
,,Numerical,,"Don't download this game, it's not fun, lots of ads. It's fun to play, but video ads appear",
,,Technician Issues,,Games freeze up to much,
,,Numerical,,"Terrible, can play, but turns bankrupt",
,,General Questions,,If I can get real money transferred to an account then I will give full stars,
,,Numerical,,"Was really fun for awhile. Built up to 2 billion in coins, even made a few purchases, then the winning stopped, all 2 billion coins gone.......uninstalled!!!!",
,,Numerical,,You never win,
,,General Questions,,"Morning who has already tried it, why so that it's such a hassle with making of quick and easy deposits, but the hard withdrawal?  The app is not up to par, as I understood, this is an unfinished imitation of the top rated website xcasin . com, only this site has the perfect graphics, offers a lot of bonuses and also a whole lot more goodies . . Just out of curiosity give it a go, take a short rest and play it ! If you liked it, then thumbs up! ",
,,General Questions,,Love to play but hate not being able to choose from all machines. Leveling up is for suckers. Open the machines and I might buy a coin package.,
,,Numerical,,BAD. THATS WHY IM LEAVING THIS GAME.. ALL U GET IS 41.230 EVERY HOUR N IT LAST 2 MIN.. RIDICULUS,
,,Technician Issues,,"Hoax applications, don't download all of them",
,,General Questions,,I have been unknowingly charged $21.41 per month for this. Should be free!!,
,,Technician Issues,,Would open up,
,,General Questions,,Try playing it first and then give it again later.,
,,General Questions,,I think the coins can be cashed... it's a waste of time.,
,,General Questions,,"2 stars go first, try to play it first, then add more",
,,General Questions,,Keep playing and you will get real money.,
,,Technician Issues,,Could you tell me why you keep walking me out from Playing... It happens about every day I have to go back 5 and 6 times before you'll let me play could you fix this,
,,Technician Issues,,ONLY BUGS NOT POSSIBLE TO PLAY!!!!!,
,,Technician Issues,,Enter the game longer than before.,
,,Numerical,,"Not a free slot , some good hits but , bets that pay anything good are 90+ k. Authentic classic slots that pay like real casinos almost never . So if you dont pay you dont play . The side show games are mostly annoying for the few lousy credits . If they loosened them up a bit I may return but unlikely. expensive amusement at $40 -50 hr. If I could give less than 1 star I would . Actual cost per spin at 90,000 credits = $2 of real cash to win pretend credits .",
,,Technician Issues,,Can hardly play because every time I start to.play there is another game they want to install and it is so,
,,Numerical,,"Wins are hard to get
",
,,Technician Issues,,Stopped working after update,
,,General Questions,,"I think coins can be cashed, it's a waste of time",
,,General Questions,,Don't know how to play yet,
,,Technician Issues,,Stop after installing,
,,Numerical,,"Waste of time. The free money runs out fast and you're left with either putting real money in the kitty or uninstalling the whole mess. It's pretty darned predictable your free ""seed"" money will get swallowed up in less than an hour on minimum bet. Then you're prompted for a real ""cash"" purchase. Slow to pay, voring action, few and far between ""bonuses"". I played it and deleted it within an hour.",
,,General Questions,,You have to try playing it first.,
,,General Questions,,first time,
,,General Questions,,I just used to play for the first time. Try it first.,
,,General Questions,,"Did you really get the money?..if you really got it, what should you do?..please tell me",
,,General Questions,,Did you get real money???,
,,Numerical,,lost chip game,
,,Numerical,,"Terrible, be prepaired to spend lots of money. No fun at all.",
,,Technician Issues,,"Unfortunately does not work, the points disappear inexplicably",
,,General Questions,,Can the coins be sold? who knows,
,,Technician Issues,,Why is it that every time I try to purchase coins or the treasure boxes it say not available. I use to buy coins. I have been playing this game a long time and not I cant make a purchase.,
,,Technician Issues,,Can never recieve daily bonus reward coins!,
,,General Questions,,Let me try first,
,,Numerical,,"Like most others, hot for a while, then not.",
,,General Questions,,"If I could put 0 stars! Because when you play the question arises how to transfer money????? Developers, I beg you to write how to transfer money ??????!!!!!!!!!! If it wasn't for this it would be 5 stars! PLEASE WRITE HOW TO TRANSFER MONEY?!!!!!!!!!",
,,Numerical,,Wasteof your time. Little wins. And the hourly free coinsvis even smaller.,
,,General Questions,,Can you take the money?,
,,Numerical,,Terrible. Stay away. It's only good for getting money out of you. The price to buy credits is exorbitant in US. There are plenty of other apps that are more generous with free credit.,
,,Numerical,,"why when I reach a sum I lose everything and I have to wait until the next morning to play
",
,,General Questions,,I don't know if I got the money or not.,
,,Technician Issues,,You close it. Sigh. It's too late. The game is broken.,
,,Numerical,,"Can't get in, bounces forever, slow, eats up quickly",
,,Technician Issues,,can't enter,
,,Technician Issues,,"Why Everytime I open the app and start playing a add pops up and the game restarts completely ? It's so frustrating please fix this because I do love this game. It's a pain in the ass being redirected to the home page after spinning two or three times. I've tried downloading it again and it doesn't help at all. Anyone else have this problem.
",
,,Advertising,,These pop up adds are way to numerous and some them wont let you out of them without going to the playstore that needs to be fixed,
,,Numerical,,No win at all. Only advertising buy chips. Freaks.,
,,Technician Issues,,Huai is very broken and freezes often.,
,,Numerical,,"can play a lot He's gone again, completely lost.",
,,Advertising,,I put in advertisements one by one,
,,Technician Issues,,Rubbish ! Can not be opened,
,,Technician Issues,,can't even get into the game to play. What's going on?,
,,Numerical,,"I like this app dont get me wrong but it is sure hard to imagine that you dont rig them. Yes it is a slot game and yes there are odds in the ""house"" favor but I had over 50 million in coins and was betting 180 thousand a spin and NOT once had a bonus round spin. Seems a bit odd that you can spin a machine that many times on that bet and never once get a bonus round",
,,Numerical,,No winning games nothing.,
,,Numerical,,"Slots dont payout much, and dont give options to get free coins.",
,,Technician Issues,,So the game opens but won't connect to the internet but I have full internet bars and I can connect to YouTube and the internet,
,,Technician Issues,,Itts exciting but jump to off often,
,,Technician Issues,,can't play,
,,Numerical,,"Cheaters, greedy.",
,,Advertising,,Not bad but to many ads for those who like to play bit can't afford to pay.,
,,Advertising,,In app ads are aggrevating. You are presented an ad soon as you start that says buy this and has+ad free then puts 5 ads back to back. You need to rethink your sales pitch. I bought the package thinking it was not going to annoy me with ads. If I want to buy something I will. Don't annoy me.,
,,Technician Issues,,"The download is slow, I can play the game for a moment and it comes up saying that the internet is not good even though the internet is full, can it be fixed?",
,,Numerical,,Full manipulations of the moderator TRICKED AS WELL AS MANURE. Too bad it could be nice if the intensive zeroing cease.! !! ....it feels good to quit the game,
,,Numerical,,It's good up to a point then it takes everything away so you can buy credits,
,,Numerical,,"Worst slots app ever, don't waste your time on this game wish i never did. virtually no return on any win the few i got !!!!!!!!!!",
,,Numerical,,Great until the change. Then have been hardly winning & its the same with the friends I referred. Which sucks because this has been the only slot machine I liked playing. If people won more often again. Me & my peopke would rate 5 stars.,
,,Technician Issues,,"I would like you to help me I have a problem with the game, it hasn't loaded for more than a week I don't know what's happening I uninstalled it and reinstalled it and it's still the same.",
,,Numerical,,It used to be so fun. Would win enough to keep playing Now does not pay anything. Always trying to find a way to get coins. Very disappointe,
,,Technician Issues,,Only says connection lost. Never gets past the connection lost thing. Hitting reconnect does nothing. Game unplayable.,
,,Numerical,,To tight on pay offs,
,,General Questions,,Did you get real money???,
,,Technician Issues,,Doesn't load. As a guest.,
,,Numerical,,Can't win.,
,,Advertising,,"I have uninstalled this, again, because there are too many ads to play the game.
",
,,Advertising,,Fuckin 'bottom of advertising,
,,Advertising,,Too many pop up ads,
,,Numerical,,"Plenty of fun machines to choose from, the only problem is that maybe only 1 out of 10 spins is a win bigger than your bet. 200 on a 10000 bet is ridiculous. Better the odds, better the rating
",
,,General Questions,,Is it true? Can someone tell me? You can play for real money. Just add more stars.,
,,Technician Issues,,It was good it just takes a long time for it to come on mine,
,,Numerical,,Cheats worse than Vegas,
,,Technician Issues,,"Does not load , after many years of playing.",
,,Numerical,,"10 minutes played, BROKE, It's always about buying, all games the same.",
,,Technician Issues,,Take 4 ever to load,
,,Numerical,,Bad bounces,
,,Advertising,,"Too many advertisements for other slot games, more than any other slot app.",
,,Numerical,,"I love the site, but the hourly coins are really low & don't increase after the 1st level unless you purchase coins. Most of the games are 5 star plus!! Admin is amazing! This is a new acct, which makes it difficult to play without the support of free coins. This is the best site I've played for online slots! If you purchase coins regularly, you will enjoy the perks that come with spending! Thank you Classic Vegas !
",
,,Technician Issues,,"Wont down load games

",
,,Technician Issues,,Will not boot up to let me play.,
,,Advertising,,Too much interuptions with adds,
,,Advertising,,"Interrupting advertisement too much. Sometimes, slot requires real $ money. Be careful.",
,,Numerical,,"Mostly 3 real slots, run out of coins quick, same old story.",
,,Technician Issues,,Took to long to load app.,
,,Technician Issues,,won't open,
,,Numerical,,Just wants money,
,,Advertising,,As soon as you start the ads too,
,,Numerical,,It's difficult to give a little money.,
,,Numerical,,too much cheating,
,,Numerical,,Big scam We all lose in a few minutes Skip your turn.,
,,Technician Issues,,Can't get the app to open,
,,Numerical,,"At first it seemed that I would not be able to play for a long time on this game, but after a few risky bets I won good amounts and now I play calm and longer !!! And immediately after a dozen minutes after the praise, the game started TO TAKE MY EARNINGS, AND SOMEONE WILL SAY: - AND THIS IS MY GAMBLING, ONE TIME YOU WIN, ONCE YOU LOSE, NO, AND I WILL SAY, THERE'S ALWAYS IN GAMBLING IF YOU PLAY TRUE GAMBLING WITH MONEY, IN THE BEGINNING YOU WILL BE STOCKED WITH",
,,Numerical,,"Expect nothing good you can't win the reels change before your eyes if the machine is going to win obviously rigged
",
,,Technician Issues,,Does not start at all,
,,General Questions,,I don't know how to get real money.,
,,Technician Issues,,"Had high hopes, but game would not load. Said ""loading assets"" and would freeze. Tried repeatedly.",
,,Technician Issues,,My game kept going out. Its like it has a virus,
,,Numerical,,Payouts poor,
,,General Questions,,I want to play and exchange for real money.,
,,General Questions,,How do you withdraw money?,
,,Numerical,,"I don't get a daily bonus or a frank bonus. Would you give it back ??? I've written everywhere for you, it would be good for you to do something because 200,000 thousand points a day can't be played",
,,Technician Issues,,"You pay but you cant PLAY,u have to GO THRU everything to GET,back into the GAME. IT'S NO FUN ANYMORE ",
,,Advertising,,So many adds that i didn't even make it to the game before i deleted it. I give this app 4 thumbs down,
,,Technician Issues,,"Game won't even load. I have refreshed, reset my phone and all day still nothing. Plus this latest game for the weekend sucks. Wouldn't even give me the earnings from the free spins. This isn't even worth any stars for today!!",
,,Numerical,,Please don't waste your time or money purchasing coins for this game because they rarely let you hit the jackpot or bonus games you would think it's a game you play for fun but really it's about how much money they can make and get out of you by not letting you win coins rarely,
,,Technician Issues,,"This game is a money stealing cheat that TRULY stresses you out instead of what its purpose is suppose to be which is suppose to bring you fun & enjoy..It sickens me to see CVS'S responses to people (who ARE telling the TRUTH which is you are hardly EVER allowed to win on the games & when you DO win something, they take it back IN RECORD time by manipulating the machines & not allowing you TO win & keep ANYTHING) saying it's all about YOUR luck which is a LIE, THEY MANIPULATE THEIR MACHINES!",
,,Technician Issues,,Freezing,
,,Numerical,,"Only way to get a win is pay for the coins. Passes the time for about 10 spins (a couple seconds) after betting the free coins with the lowest bet of 5,000. When you do ""win"" you get 3,000 coins which is still a loss. Half the time you're in the app you're trying to bypass ads. Waste you're time elsewhere!",
,,Technician Issues,,Can't download.,
,,Advertising,,"A lot of chatp, there are only advertisements all the time",
,,Technician Issues,,It's been a long time since I'm loading,
,,Numerical,,I never win on this game your game is slow no bonuses no play speed it up,
,,Numerical,,Cheat this game,
,,Numerical,,Ripoff,
,,Technician Issues,,can't get in,
,,Numerical,,Not a lot of winning goes on,
,,Numerical,,Boring..... Not enough big hits,
,,Numerical,,Worst of worst lost 16 mill in 20 min use as default there games are not fun boring trailer trash of online casino games they think there games r worth there prices they must be ignorant of reality,
,,Advertising,,TOO MANY ADS,
,,Numerical,,Bad bonuses!,
,,Advertising,,this game would be pretty damn good if it didn't have so many ads every time you exit the screen/ TOO MANY ADS,
,,Technician Issues,,your app has been crashed for 24 hoirs and no fix. kicks you out of the game every rime yoi try to login plus you Can never get the free daily points even after refreshing installing the game and the ads are ridicoulous to weed thru just to be able ro play,
,,Numerical,,the is not enough points or coins to build up to even bet.,
,,Technician Issues,,"took 15 minutes just to load, played 1 minute and it froze up.. worthless trash, uninstalling now..",
